"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"356" 116 "MDMR" 0.32 0.338 0.28 0.132 0.6 0.186 0.432 0.304 0.422 0.332 0.006 0.28 0.254 0.094 0.096 0.076
"357" 117 "MDMR" 0.412 0.41 0.538 0.208 0.924 0.262 0.726 0.526 0.756 0.498 0.014 0.556 0.526 0.064 0.044 0.06
"358" 118 "MDMR" 0.05 0.108 0.07 0.016 0.548 0.032 0.08 0.06 0.116 0.062 0.08 0.224 0.232 0.274 0.234 0.244
"364" 124 "SKAT" 0.008133743483145 0.008133743483145 0.00813374348314488 0.722712748445656 1 1 0.0047816210995868 0.00478162109958657 0.00567434398892752 0.00478162109958657 0.000130060997542092 0.353558005946935 0.353558005946935 0.0923361892446567 0.0954622920007335 0.0954622920007338
"365" 125 "SKAT" 0.0513479654069786 0.0513479654069786 0.0513479654069791 0.999997858033539 1 0.746826749981396 0.0771771661468726 0.0771771661468731 0.146063583436391 0.0771771661468718 0.000360918924127041 0.329957922006854 0.329957922006853 0.125116237689918 0.100170977027382 0.100170977027382
"367" 127 "SKAT" 0.226816734986943 0.226816734986943 0.226816734986943 0.993381232867063 1 0.998007323060104 0.206634794421633 0.206634794421633 0.302250053670203 0.206634794421632 0.0667403666824812 0.515564033724445 0.515564033724445 0.297286729080167 0.30037660952638 0.300376609526379
"368" 128 "SKAT" 0.0673120129516973 0.0673120129516973 0.0673120129516976 0.999795098266855 0.917240054662213 1 0.0565223313966929 0.0565223313966929 0.0547660361543053 0.056522331396693 1.85317869583201e-06 0.188780154710554 0.188780154710554 0.0453399564662271 0.0471474093589588 0.0471474093589588
"369" 129 "SKAT" 0.166517413560703 0.166517413560703 0.166517413560704 1 1 0.271963344881705 0.217011567714094 0.217011567714094 0.320258031904938 0.217011567714095 0.000312171565520991 0.382442619802944 0.382442619802944 0.169906065231797 0.211137452598474 0.211137452598474
"371" 131 "SKAT" 0.000472118021441981 0.000472118021441981 0.000472118021441981 1 1 0.0297274676192042 0.00257024617580259 0.00257024617580259 0.0177553904680825 0.00257024617580259 2.26014208221069e-11 0.0523114618075391 0.0523114618075391 0.000110102980754423 0.00011543673768144 0.000115436737681218
"373" 133 "SKAT" 0.041862787369624 0.041862787369624 0.041862787369624 0.999996486952655 1 0.79808019520067 0.09565001111812 0.0956500111181202 0.219402375646804 0.0956500111181198 0.00309808566340786 0.121098946149146 0.121098946149146 0.0335044181015061 0.0357880213332735 0.0357880213332735
"377" 137 "SKAT" 0.209095919074632 0.209095919074632 0.209095919074631 1 1 1 0.293191044537494 0.293191044537495 0.481382738786747 0.293191044537494 0.000434957000453373 0.637039444366945 0.637039444366946 0.0347696557121431 0.0353745669709135 0.0353745669709131
"382" 142 "SKAT" 0.473065366112462 0.473065366112462 0.473065366112462 1 0.911299276655099 0.698501190648416 0.714163928182828 0.714163928182832 0.767133695402506 0.714163928182827 0.0124127627539046 0.459399594505 0.459399594505001 0.0905589050237301 0.0828902667287014 0.0828902667287006
"383" 143 "SKAT" 0.0923612643318862 0.0923612643318862 0.0923612643318859 1 1 1 0.195461823394265 0.195461823394264 0.35839296200132 0.195461823394264 0.000651887493077097 0.565409574345024 0.565409574345024 0.108050646684111 0.100789069251871 0.100789069251872
"385" 145 "SKAT" 0.335907337322985 0.335907337322985 0.335907337322984 0.969834812879337 1 0.302013730193931 0.376195739600029 0.376195739600028 0.406320366360669 0.376195739600027 0.068221246725479 0.524340376602716 0.524340376602716 0.492481596810048 0.482643234414789 0.482643234414789
"394" 124 "GTSR" 0 0 0.002 0.988 0.826 0.93 0 0.06 0.052 0.002 0 0.998 0.998 0.038 0.04 0.04
"395" 125 "GTSR" 0.172 0.172 0.114 0.972 0.904 0.942 0.172 0.618 0.648 0.46 0 0.9 0.9 0.072 0.042 0.042
"397" 127 "GTSR" 0.744 0.744 0.728 0.982 0.946 0.984 0.712 0.824 0.9 0.668 0.042 0.806 0.806 0.472 0.494 0.494
"398" 128 "GTSR" 0.176 0.176 0.312 0.562 0.856 0.614 0.196 0.706 0.564 0.144 0 0.512 0.512 0.004 0.004 0.004
"399" 129 "GTSR" 0.504 0.504 0.582 0.788 0.982 0.844 0.674 0.912 0.982 0.572 0 0.998 0.998 0.18 0.24 0.24
"401" 131 "GTSR" 0 0 0 0.484 0.874 0.604 0.002 0.188 0.318 0 0 0.102 0.102 0 0 0
"403" 133 "GTSR" 0.106 0.106 0.126 0.98 0.928 0.982 0.282 0.622 0.74 0.39 0 0.382 0.382 0.002 0.002 0.002
"407" 137 "GTSR" 0.59 0.59 0.676 0.834 0.98 0.852 0.9 0.986 0.792 0.8 0 0.668 0.668 0 0 0
"412" 142 "GTSR" 0.902 0.902 0.88 1 0.944 0.974 0.532 0.73 0.72 0.686 0.002 0.878 0.878 0.03 0.022 0.022
"413" 143 "GTSR" 0.344 0.344 0.46 0.832 0.998 0.896 0.788 0.982 0.882 0.654 0 0.734 0.734 0.06 0.07 0.07
"415" 145 "GTSR" 0.882 0.882 0.934 0.946 0.978 0.962 0.986 0.97 0.946 0.98 0.084 0.802 0.802 0.934 0.958 0.958
"424" 124 "MDMR" 0.008 0 0.022 0.006 0.82 0.02 0.016 0.004 0.008 0.002 0 0.308 0.348 0.118 0.092 0.12
"425" 125 "MDMR" 0.046 0.036 0.152 0.464 0.868 0.54 0.222 0.092 0.236 0.07 0.016 0.272 0.344 0.018 0.016 0.02
"427" 127 "MDMR" 0.232 0.228 0.314 0.87 0.87 0.948 0.286 0.254 0.404 0.22 0.194 0.576 0.53 0.234 0.188 0.224
"428" 128 "MDMR" 0.07 0.038 0.01 0 0.742 0.016 0.006 0.016 0.028 0.058 0 0.146 0.146 0.014 0.02 0.012
"429" 129 "MDMR" 0.136 0.14 0.096 0.006 0.548 0.018 0.282 0.196 0.33 0.218 0 0.486 0.56 0.094 0.176 0.142
"431" 131 "MDMR" 0 0 0 0 0.722 0 0.01 0 0.028 0 0 0.034 0.04 0 0 0
"433" 133 "MDMR" 0.04 0.036 0.046 0.096 0.698 0.172 0.232 0.1 0.318 0.082 0.084 0.104 0.124 0.008 0.014 0.01
"437" 137 "MDMR" 0.216 0.15 0.094 0 0.652 0.028 0.192 0.232 0.45 0.288 0.002 0.688 0.704 0.006 0 0.008
"442" 142 "MDMR" 0.502 0.484 0.224 0.076 0.086 0.584 0.516 0.664 0.738 0.698 0.032 0.39 0.384 0.026 0.024 0.038
"443" 143 "MDMR" 0.08 0.074 0.104 0.318 0.382 0.234 0.396 0.22 0.428 0.178 0.002 0.494 0.456 0.032 0.052 0.042
"445" 145 "MDMR" 0.316 0.362 0.33 0.534 0.504 0.948 0.456 0.396 0.406 0.354 0.192 0.516 0.448 0.264 0.292 0.23
"451" 151 "SKAT" 0.0660230921421046 0.0660230921421046 0.0660230921421041 1 0.999991770459587 0.259280609728151 0.135246831067847 0.135246831067847 0.235212358384669 0.135246831067849 6.61352266750903e-06 0.363194946110767 0.363194946110767 0.00192052819110722 0.00303185191653921 0.00303185191653932
"454" 154 "SKAT" 0.15609027256744 0.15609027256744 0.156090272567441 0.557599094254336 0.81326828037495 1 0.169489020840618 0.169489020840618 0.168909402085047 0.169489020840618 0.00166922104921952 0.295255849154331 0.295255849154331 0.353904270613507 0.372099958529532 0.372099958529532
"455" 155 "SKAT" 0.0693081628052491 0.0693081628052491 0.0693081628052488 0.99098807781093 0.999958174514409 0.67148082236897 0.0875415048350328 0.0875415048350326 0.126283379723666 0.0875415048350324 8.50893807413655e-07 0.162305347829506 0.162305347829507 0.204460174127729 0.1832402588597 0.183240258859701
"456" 156 "SKAT" 0.0389979391488171 0.0389979391488171 0.038997939148817 0.998325050619428 1 0.994910584032444 0.0418330586868254 0.0418330586868255 0.0716271876089125 0.0418330586868253 0.0192349181169769 0.238903256153613 0.238903256153613 0.0123039600293465 0.00966500534286052 0.00966500534286052
"460" 160 "SKAT" 0.0048076762902034 0.0048076762902034 0.00480767629020362 0.999992935459842 0.998871893065596 1 0.00709540579183587 0.00709540579183576 0.0157010134703311 0.00709540579183587 8.5540426211228e-06 0.281957153685823 0.281957153685823 0.0185735649249992 0.0180217008094637 0.0180217008094632
"463" 163 "SKAT" 0.27806162324467 0.27806162324467 0.278061623244671 0.942495404382499 0.953395402376005 0.782233967106503 0.294349463418251 0.294349463418252 0.290346466238416 0.294349463418251 0.000895174432108292 0.0802842464289792 0.0802842464289796 0.0718661869920236 0.0711155218742568 0.0711155218742567
"465" 165 "SKAT" 0.138661623806081 0.138661623806081 0.13866162380608 0.263509979282527 0.9195785837072 1 0.181631355053745 0.181631355053744 0.264309842432311 0.181631355053746 9.44973063092824e-05 0.211192568899875 0.211192568899874 0.100505820964934 0.102792569012667 0.102792569012667
"467" 167 "SKAT" 0.0219422485741239 0.0219422485741239 0.021942248574124 0.999993552755273 1 0.995604763638613 0.0432657184418598 0.0432657184418594 0.0559911125698425 0.0432657184418596 2.05891097770916e-05 0.043367081949844 0.043367081949844 0.165291929992215 0.169723752764921 0.169723752764921
"468" 168 "SKAT" 0.00284438101116791 0.00284438101116791 0.0028443810111678 1 1 1 0.00140629067249032 0.00140629067248998 0.00106570666686467 0.00140629067248998 2.65998957829083e-05 0.00116806243307588 0.00116806243307543 0.0119347348659791 0.0101374663989863 0.0101374663989861
"472" 172 "SKAT" 0.00289519520799197 0.00289519520799197 0.00289519520799164 0.751307078629247 0.988838965040902 1 0.0102521480398365 0.0102521480398365 0.0360842610041205 0.0102521480398367 1.69058602406125e-05 2.62958073700137e-05 2.62958073697916e-05 0.0977882177456059 0.105876030185241 0.10587603018524
"478" 178 "SKAT" 0.0705497521518391 0.0705497521518391 0.0705497521518391 0.613071402042839 1 0.43787253057322 0.0823121514908252 0.0823121514908254 0.0994806444506614 0.0823121514908248 0.00116440589594813 0.136264285798794 0.136264285798794 0.176599994907631 0.166367127040691 0.166367127040692
"479" 179 "SKAT" 0.178262440279093 0.178262440279093 0.178262440279093 1 0.0435802107642576 1 0.160830763386161 0.160830763386161 0.114640718526098 0.160830763386161 0.266658923122023 0.143809396713191 0.143809396713191 0.0830610773025729 0.0869205578396477 0.0869205578396473
"480" 180 "SKAT" 0.17916181499172 0.17916181499172 0.17916181499172 1 0.76920167289851 1 0.200725744477158 0.200725744477158 0.137117863039773 0.200725744477157 0.0057207196050324 0.703657447750523 0.703657447750523 0.726366709483348 0.715799704237065 0.715799704237065
"481" 151 "GTSR" 0.188 0.188 0.4 0.94 0.896 1 0.604 0.828 0.842 0.358 0 1 1 0 0 0
"484" 154 "GTSR" 0.418 0.418 0.594 0.924 0.912 0.89 0.702 0.902 0.864 0.56 0 0.788 0.788 0.66 0.686 0.686
"485" 155 "GTSR" 0.132 0.132 0.372 0.652 0.97 0.74 0.36 0.766 0.73 0.154 0 0.486 0.486 0.254 0.218 0.218
"486" 156 "GTSR" 0.086 0.086 0.09 0.784 0.906 0.854 0.11 0.362 0.416 0.116 0.004 0.73 0.73 0 0 0
"490" 160 "GTSR" 0 0 0.002 0.75 0.96 0.79 0 0.382 0.388 0.026 0 0.856 0.856 0 0 0
"493" 163 "GTSR" 0.81 0.81 0.69 0.886 0.952 0.886 0.772 0.776 0.796 0.904 0 0.216 0.216 0.018 0.016 0.016
"495" 165 "GTSR" 0.412 0.412 0.43 0.824 0.924 0.776 0.576 0.876 0.958 0.594 0 0.626 0.626 0.04 0.052 0.052
"497" 167 "GTSR" 0.026 0.026 0.038 0.698 0.756 0.664 0.102 0.468 0.496 0.116 0 0.066 0.066 0.148 0.158 0.158
"498" 168 "GTSR" 0.002 0.002 0 0.602 0.678 0.57 0 0.014 0.006 0 0 0 0 0.002 0.002 0.002
"502" 172 "GTSR" 0.002 0.002 0.002 0.568 0.602 0.548 0.04 0.792 0.866 0.094 0 0 0 0.028 0.028 0.028
"508" 178 "GTSR" 0.15 0.15 0.244 0.786 0.822 0.788 0.352 0.668 0.744 0.232 0 0.44 0.44 0.178 0.18 0.18
"509" 179 "GTSR" 0.54 0.54 0.538 0.956 0.878 0.986 0.632 0.752 0.694 0.658 0.402 0.404 0.404 0.024 0.022 0.022
"510" 180 "GTSR" 0.576 0.576 0.882 0.786 0.634 0.724 0.88 0.788 0.744 0.814 0.006 0.616 0.616 0.328 0.312 0.312
"511" 151 "MDMR" 0.042 0.038 0.088 0.06 0.868 0.116 0.256 0.154 0.264 0.108 0 0.312 0.314 0 0 0
"514" 154 "MDMR" 0.162 0.196 0.078 0.276 0.234 0.71 0.104 0.136 0.124 0.192 0.002 0.44 0.382 0.288 0.332 0.32
"515" 155 "MDMR" 0.054 0.064 0.036 0.144 0.796 0.22 0.07 0.058 0.114 0.074 0 0.142 0.156 0.152 0.14 0.152
"516" 156 "MDMR" 0.032 0.028 0.362 0.322 0.938 0.43 0.352 0.096 0.192 0.038 0.304 0.27 0.3 0.002 0 0
"520" 160 "MDMR" 0.004 0.006 0.006 0.1 0.938 0.218 0.046 0.016 0.024 0.004 0.006 0.24 0.26 0 0.002 0.002
"523" 163 "MDMR" 0.26 0.234 0.346 0.56 0.408 0.896 0.306 0.362 0.292 0.266 0.03 0.048 0.068 0.028 0.018 0.018
"525" 165 "MDMR" 0.094 0.142 0.062 0.008 0.586 0.008 0.158 0.122 0.236 0.186 0 0.248 0.18 0.046 0.068 0.072
"527" 167 "MDMR" 0.006 0.014 0.016 0.008 0.07 0.002 0.022 0.034 0.03 0.04 0 0.032 0.02 0.152 0.122 0.128
"528" 168 "MDMR" 0 0.004 0 0 0.01 0 0 0 0 0.004 0 0.002 0 0 0.004 0
"532" 172 "MDMR" 0.002 0 0.002 0.002 0.618 0.008 0.068 0.01 0.044 0 0 0 0 0.088 0.082 0.098
"538" 178 "MDMR" 0.076 0.062 0.03 0.008 0.448 0.012 0.068 0.05 0.074 0.076 0 0.108 0.116 0.1 0.114 0.114
"539" 179 "MDMR" 0.15 0.176 0.092 0.144 0.084 0.896 0.114 0.148 0.098 0.148 0.484 0.122 0.126 0.022 0.036 0.054
"540" 180 "MDMR" 0.204 0.214 0.124 0.196 0.044 0.102 0.092 0.176 0.1 0.196 0.01 0.724 0.728 0.864 0.806 0.846
"542" 182 "SKAT" 0.385264552363431 0.385264552363431 0.38526455236343 1 1 0.986888894295446 0.375972808307543 0.375972808307543 0.448699875070921 0.375972808307542 0.010900724185076 0.708610177423045 0.708610177423044 0.276974630477148 0.30784414005469 0.307844140054691
"544" 184 "SKAT" 0.0373715280301168 0.0373715280301168 0.037371528030117 1 0.506133876082717 1 0.0503330744527677 0.0503330744527677 0.0804143842542275 0.0503330744527677 9.55401783320209e-06 0.293457387653405 0.293457387653405 0.0809783714268666 0.085032840799959 0.0850328407999608
"546" 186 "SKAT" 0.0736261320221187 0.0736261320221187 0.0736261320221185 1 1 1 0.100498945071203 0.100498945071203 0.186367506589698 0.100498945071203 0.000609555217570223 0.184345756459652 0.184345756459652 0.18870902985781 0.206297447255931 0.206297447255932
"552" 192 "SKAT" 0.00244366379217098 0.00244366379217098 0.00244366379217076 0.297201690357133 1 0.00185222477773483 0.00817907629523051 0.00817907629523096 0.0240870405186553 0.00817907629523051 0.00034502755289445 0.0429623671941715 0.0429623671941719 0.0133514666378237 0.0184879700445878 0.0184879700445878
"553" 193 "SKAT" 0.000870568114152315 0.000870568114152315 0.000870568114152759 0.327810182959625 0.686589506863055 0.999928244708628 0.00113011621788117 0.00113011621788073 0.00313267837957643 0.00113011621788139 0.000378162794584469 0.0132074483163057 0.0132074483163057 0.15516679661573 0.128036660645953 0.128036660645952
"556" 196 "SKAT" 0.0662752773406944 0.0662752773406944 0.0662752773406946 1 1 1 0.0699890437428821 0.0699890437428816 0.0681483266601692 0.0699890437428823 0.000176252794590992 0.213712581937263 0.213712581937264 0.113803397383854 0.0994352852640257 0.0994352852640252
"557" 197 "SKAT" 0.0191094187121721 0.0191094187121721 0.0191094187121723 1 1 0.860735635571003 0.0270740053332702 0.0270740053332702 0.0318249113438801 0.0270740053332702 4.79683951226662e-07 0.145142501426046 0.145142501426045 0.02483555587761 0.0257888386517449 0.025788838651746
"558" 198 "SKAT" 0.0313891889865346 0.0313891889865346 0.0313891889865345 1 1 1 0.0307486179555188 0.030748617955519 0.0480021561158858 0.0307486179555186 5.26145955862534e-05 0.152025705559501 0.152025705559502 0.281071295223025 0.2819449419986 0.281944941998599
"559" 199 "SKAT" 0.0726430312928047 0.0726430312928047 0.0726430312928048 0.999999592366128 1 1 0.0684232273445525 0.0684232273445524 0.0552503407963931 0.0684232273445528 0.00684699598579563 0.46432781574836 0.46432781574836 0.12200785058395 0.12294102782932 0.122941027829319
"563" 203 "SKAT" 0.0143209710906969 0.0143209710906969 0.0143209710906971 0.695219179456869 0.112631609433772 0.20262759350051 0.0152876854649709 0.0152876854649712 0.0192330816556779 0.0152876854649712 9.49241238512588e-06 0.10422452505738 0.104224525057379 0.108592821031505 0.0912416023291683 0.0912416023291686
"564" 204 "SKAT" 0.164143311267666 0.164143311267666 0.164143311267666 1 0.650255832211897 0.987926053696392 0.102055175380573 0.102055175380573 0.0761252946651122 0.102055175380574 0.0147684224259208 0.159809782146537 0.159809782146537 0.0831378135267518 0.0752993751620314 0.0752993751620311
"570" 210 "SKAT" 0.0395831943147371 0.0395831943147371 0.0395831943147369 1 1 1 0.0451382730650807 0.0451382730650802 0.0717956034117542 0.0451382730650809 0.0410586659986413 0.116789324189989 0.116789324189989 0.0539357169892178 0.0480936683447777 0.0480936683447784
"572" 182 "GTSR" 0.996 0.996 0.906 0.906 0.94 0.968 0.97 0.954 0.956 0.922 0.09 0.62 0.62 0.468 0.574 0.574
"574" 184 "GTSR" 0.048 0.048 0.06 0.884 0.994 0.936 0.102 0.298 0.406 0.064 0 0.876 0.876 0.024 0.024 0.024
"576" 186 "GTSR" 0.202 0.202 0.334 0.912 0.93 0.972 0.412 0.742 0.816 0.308 0 0.608 0.608 0.206 0.214 0.214
"582" 192 "GTSR" 0 0 0 0.79 0.918 0.858 0.002 0.046 0.082 0.008 0 0.074 0.074 0 0 0
"583" 193 "GTSR" 0 0 0 0.812 0.844 0.944 0 0.008 0.008 0 0.002 0.004 0.004 0.102 0.068 0.068
"586" 196 "GTSR" 0.148 0.148 0.14 0.898 0.988 0.916 0.186 0.426 0.384 0.178 0 0.656 0.656 0.054 0.05 0.05
"587" 197 "GTSR" 0.01 0.01 0.068 0.758 0.896 0.804 0.102 0.532 0.43 0.034 0 0.494 0.494 0.002 0.002 0.002
"588" 198 "GTSR" 0.042 0.042 0.072 0.814 0.926 0.816 0.066 0.334 0.4 0.026 0.002 0.506 0.506 0.418 0.416 0.416
"589" 199 "GTSR" 0.158 0.158 0.11 0.946 0.97 0.996 0.096 0.306 0.166 0.22 0 0.836 0.836 0.094 0.102 0.102
"593" 203 "GTSR" 0.008 0.008 0.016 0.614 0.892 0.612 0.008 0.246 0.178 0.024 0 0.222 0.222 0.036 0.038 0.038
"594" 204 "GTSR" 0.502 0.502 0.462 0.996 0.984 0.998 0.308 0.504 0.384 0.44 0.01 0.464 0.464 0.028 0.02 0.02
"600" 210 "GTSR" 0.116 0.116 0.118 0.95 0.976 0.974 0.142 0.656 0.646 0.308 0.022 0.412 0.412 0.008 0.008 0.008
"602" 182 "MDMR" 0.358 0.378 0.352 0.532 0.648 0.588 0.554 0.436 0.558 0.386 0.008 0.69 0.668 0.072 0.122 0.112
"604" 184 "MDMR" 0.022 0.034 0.064 0.004 0.374 0.216 0.112 0.064 0.102 0.062 0 0.272 0.236 0.032 0.028 0.032
"606" 186 "MDMR" 0.056 0.064 0.09 0.246 0.814 0.29 0.244 0.118 0.308 0.104 0 0.166 0.16 0.168 0.126 0.152
"612" 192 "MDMR" 0.004 0 0 0 0.188 0 0.008 0.006 0.03 0.01 0.028 0.014 0.022 0 0 0
"613" 193 "MDMR" 0 0.002 0.002 0.002 0.718 0.004 0.002 0 0.006 0 0.002 0.016 0.032 0.292 0.276 0.276
"616" 196 "MDMR" 0.048 0.062 0.108 0.74 0.018 0.184 0.098 0.09 0.086 0.062 0.002 0.336 0.33 0.048 0.038 0.068
"617" 197 "MDMR" 0.012 0.012 0.002 0.01 0.156 0.02 0.01 0.018 0.026 0.016 0 0.122 0.136 0 0.002 0.006
"618" 198 "MDMR" 0.036 0.036 0.052 0.696 0.988 0.78 0.106 0.038 0.106 0.036 0 0.134 0.128 0.318 0.32 0.316
"619" 199 "MDMR" 0.064 0.068 0.034 0.302 0.2 0.93 0.038 0.064 0.06 0.068 0.08 0.426 0.412 0.026 0.018 0.022
"623" 203 "MDMR" 0.004 0.018 0 0 0.542 0.002 0.002 0.008 0.012 0.024 0 0.104 0.096 0.14 0.086 0.1
"624" 204 "MDMR" 0.118 0.134 0.176 0.002 0.138 0.012 0.076 0.084 0.07 0.088 0.014 0.214 0.196 0.014 0.01 0.012
"630" 210 "MDMR" 0.048 0.034 0.01 0.556 0.616 0.718 0.042 0.064 0.102 0.044 0.106 0.136 0.13 0.01 0.018 0.012
"638" 218 "SKAT" 0.00150446858193121 0.00150446858193121 0.00150446858193165 1 1 1 0.000677838346690773 0.000677838346690995 0.000893932258226871 0.000677838346690884 0.00225381336660613 0.00316473909891823 0.00316473909891823 0.0539903589916517 0.0488237792448478 0.0488237792448483
"643" 223 "SKAT" 0.121302520822093 0.121302520822093 0.121302520822093 0.676734110763845 0.976871169040359 0.692606600834224 0.252613908675068 0.252613908675068 0.430546747079386 0.252613908675069 0.00225604642189414 0.43030532039002 0.43030532039002 0.0683524635953692 0.0699913029506063 0.0699913029506056
"648" 228 "SKAT" 0.0668917363438628 0.0668917363438628 0.0668917363438628 0.191887150089803 0.566257956113848 1 0.0349912503091634 0.0349912503091634 0.0220879171630446 0.0349912503091634 0.00219387488692435 0.0879414172560327 0.0879414172560326 0.531183878748565 0.507371477332062 0.507371477332063
"652" 232 "SKAT" 0.0184660542755839 0.0184660542755839 0.0184660542755839 0.975881840996032 0.914186841272856 1 0.0161313998162382 0.016131399816238 0.0242757282131602 0.0161313998162381 0.000162326489963616 0.299641704166667 0.299641704166667 0.205753223185874 0.199136294285693 0.199136294285693
"654" 234 "SKAT" 0.0857657545343811 0.0857657545343811 0.0857657545343808 1 0.999996511964057 0.999648944773628 0.16421548883312 0.164215488833119 0.174116189493939 0.164215488833121 5.52550027670407e-05 0.483522941634706 0.483522941634706 0.229420027768469 0.230159196787326 0.230159196787328
"655" 235 "SKAT" 0.00314347782434843 0.00314347782434843 0.00314347782434865 1 1 1 0.00273869142673044 0.00273869142673067 0.0027957952403348 0.00273869142673067 1.29998367147666e-05 0.00119847901160608 0.00119847901160575 0.0487504880752483 0.0566984151072805 0.0566984151072799
"658" 238 "SKAT" 0.579788667511317 0.579788667511317 0.579788667511317 1 1 1 0.575768445788746 0.575768445788746 0.683438741255646 0.575768445788747 0.0375535967806847 0.630279710329992 0.630279710329992 0.223844032197756 0.228998688838143 0.228998688838144
"668" 218 "GTSR" 0 0 0 0.792 0.878 0.798 0 0.058 0.038 0 0 0.096 0.096 0.008 0.006 0.006
"673" 223 "GTSR" 0.32 0.32 0.436 0.84 0.98 0.916 0.818 0.964 0.868 0.666 0 0.898 0.898 0.022 0.022 0.022
"678" 228 "GTSR" 0.192 0.192 0.342 0.816 0.766 0.768 0.206 0.726 0.566 0.16 0.224 0.286 0.286 0.798 0.88 0.88
"682" 232 "GTSR" 0.028 0.028 0.078 0.774 0.846 0.796 0.054 0.568 0.57 0.076 0 0.876 0.876 0.214 0.188 0.188
"684" 234 "GTSR" 0.242 0.242 0.396 0.598 0.826 0.782 0.608 0.958 0.704 0.408 0 0.824 0.824 0.288 0.31 0.31
"685" 235 "GTSR" 0 0 0 0.768 0.706 0.704 0 0.094 0.02 0 0 0 0 0.002 0.002 0.002
"688" 238 "GTSR" 0.794 0.794 0.902 0.87 0.97 0.918 0.868 0.998 0.898 0.722 0.038 0.68 0.68 0.33 0.344 0.344
"698" 218 "MDMR" 0 0.002 0 0.02 0.596 0.014 0 0 0 0.002 0.006 0.006 0 0.04 0.03 0.032
"703" 223 "MDMR" 0.096 0.088 0.112 0.02 0.74 0.086 0.312 0.272 0.452 0.21 0.036 0.35 0.41 0.014 0.018 0.018
"708" 228 "MDMR" 0.054 0.076 0.058 0.086 0.066 0.048 0.034 0.03 0.03 0.032 0 0.088 0.102 0.696 0.592 0.6
"712" 232 "MDMR" 0.026 0.012 0.02 0.152 0.374 0.13 0.044 0.016 0.038 0.012 0 0.304 0.282 0.162 0.226 0.186
"714" 234 "MDMR" 0.086 0.064 0.022 0.038 0.072 0.598 0.068 0.138 0.18 0.138 0 0.438 0.45 0.16 0.144 0.14
"715" 235 "MDMR" 0.002 0.006 0 0 0.012 0 0 0 0 0.002 0 0.002 0.004 0.014 0.018 0.014
"718" 238 "MDMR" 0.514 0.564 0.656 0.022 0.932 0.058 0.748 0.428 0.646 0.472 0.016 0.728 0.732 0.178 0.132 0.158
"723" 243 "SKAT" 0.105854225593486 0.105854225593486 0.105854225593486 0.536491432996367 0.860840774284059 0.292013588632248 0.0564359443754772 0.0564359443754774 0.046654951628587 0.0564359443754778 0.0139263438284633 0.175996070343424 0.175996070343424 0.234363571831224 0.230893144718808 0.230893144718809
